R0,R1,R2,R3,Q1,Q2,Q3,a1,a2,a3,WR,WT,WP
0.20197,0.02631,0.041402,0.3655,0.00073229,0.013249,0.038787,1.211,0.98132,0.92473,0.10222,0.4176,0.5329
